"neighbourhood","latitude","longitude","property_type","bathrooms","bedrooms","beds","host_is_superhost","parking","room_type_Entire home/apt","room_type_Private room","room_type_Shared room","Target"
101,40.72356,-74.00305,1,1,1,1,0,0,0,1,0,">  $100"
18,40.70751,-73.92058,23,1,2,3,0,1,1,0,0,">  $100"
111,40.76252,-73.98376,1,1,1,2,0,0,1,0,0,">  $100"
18,40.68214,-73.96474,1,1,1,1,0,1,0,1,0,"$50  AND $100"
176,40.73818,-74.00433,1,1,1,1,0,0,1,0,0,">  $100"
167,40.78328,-73.95273,1,1,1,1,0,1,1,0,0,">  $100"
18,40.69972,-73.92244,1,1,1,1,1,0,0,1,0,"$50  AND $100"
101,40.7759,-73.94921,1,1.5,1,2,0,0,1,0,0,">  $100"
176,40.7377599999999,-73.99996,1,1,2,2,0,0,1,0,0,">  $100"
10,40.69587,-73.94037,1,1,1,1,0,0,1,0,0,"$50  AND $100"
18,40.71527,-73.94038,1,2,1,1,0,0,0,1,0,"$50  AND $100"
173,40.83426,-73.94758,12,1,1,1,0,1,0,1,0,"$50  AND $100"
101,40.73823,-74.00233,1,1,1,1,0,0,1,0,0,">  $100"
101,40.80922,-73.95306,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.7733099999999,-73.95067,1,1,1,2,0,0,1,0,0,">  $100"
80,40.81085,-73.94768,1,1,1,1,0,0,1,0,0,"$50  AND $100"
18,40.60918,-73.99799,1,1,1,2,0,0,1,0,0,"$30  AND $50"
167,40.78158,-73.94808,1,2,1,2,0,0,1,0,0,">  $100"
168,40.79891,-73.96705,1,1,1,1,0,1,0,1,0,"$50  AND $100"
101,40.7196,-74.00571,23,1,1,2,0,0,1,0,0,">  $100"
18,40.68835,-73.95568,1,1.5,1,1,0,1,0,1,0,"$30  AND $50"
18,40.72599,-73.9417199999999,26,1,1,1,0,1,1,0,0,">  $100"
111,40.7536099999999,-73.99501,1,1,1,1,0,1,1,0,0,">  $100"
18,40.70943,-73.95101,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.71969,-73.9583,1,2,2,2,0,0,1,0,0,">  $100"
176,40.7352099999999,-74.00089,1,1,1,1,0,1,0,1,0,"$50  AND $100"
101,40.76532,-73.99061,1,1,1,1,0,0,1,0,0,">  $100"
101,40.80269,-73.94637,1,1,1,1,0,0,0,1,0,"$50  AND $100"
57,40.70583,-74.00612,1,1,1,1,0,0,0,1,0,">  $100"
18,40.67026,-73.9258699999999,1,1,1,2,0,0,1,0,0,"$50  AND $100"
181,40.70941,-73.9522,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.6901,-73.94524,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.68172,-73.93236,1,1,2,2,0,0,1,0,0,">  $100"
18,40.711,-73.95403,1,1,1,1,0,0,1,0,0,"$50  AND $100"
101,40.78331,-73.94489,1,1,1,2,0,0,1,0,0,">  $100"
18,40.6998,-73.92913,1,1,1,1,0,0,1,0,0,">  $100"
101,40.7809,-73.98215,1,1,1,1,0,0,1,0,0,">  $100"
28,40.71149,-73.99721,1,1,1,1,0,0,0,1,0,"$50  AND $100"
50,40.79926,-73.94499,1,1,1,1,0,0,1,0,0,">  $100"
18,40.68091,-73.9766,1,1,1,1,0,0,1,0,0,"$50  AND $100"
101,40.72297,-73.99539,1,1,1,1,0,0,1,0,0,">  $100"
181,40.71841,-73.95992,1,1,1,1,0,0,0,1,0,"$50  AND $100"
146,40.72337,-74.00175,1,1,2,2,0,0,1,0,0,">  $100"
57,40.70933,-74.00381,1,1,1,1,0,0,0,1,0,">  $100"
80,40.8151,-73.95147,1,1,1,1,0,1,0,1,0,"$50  AND $100"
18,40.66517,-73.98637,1,1,1,1,0,0,1,0,0,">  $100"
18,40.69728,-73.93066,23,1,1,1,0,1,1,0,0,">  $100"
42,40.67901,-73.9623699999999,1,1.5,1,1,0,0,0,1,0,">  $100"
101,40.77929,-73.97787,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.63747,-74.01153,12,1,1,1,0,1,0,1,0,"$50  AND $100"
3,40.76163,-73.91783,1,1,1,1,0,1,0,1,0,"$50  AND $100"
80,40.82277,-73.94981,1,1,1,1,0,0,0,1,0,">  $100"
111,40.76791,-73.98735,1,1,1,2,0,0,0,1,0,"$50  AND $100"
50,40.7973099999999,-73.9423099999999,1,1,1,1,0,0,0,0,1,"$50  AND $100"
14,40.68611,-73.99031,1,1.5,2,2,0,0,1,0,0,">  $100"
101,40.84309,-73.9412699999999,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.78283,-73.97206,1,1,2,1,0,0,1,0,0,">  $100"
158,40.5845099999999,-73.815,1,1,2,2,0,0,1,0,0,">  $100"
18,40.6765599999999,-73.95825,1,1,1,1,0,1,0,1,0,"$50  AND $100"
18,40.72707,-73.95681,23,1,1,1,0,0,0,1,0,"$50  AND $100"
181,40.70942,-73.94693,23,1,2,2,0,1,1,0,0,"$50  AND $100"
18,40.67648,-73.95098,1,1,2,3,1,1,1,0,0,">  $100"
80,40.80007,-73.9562,29,2.5,3,5,0,1,1,0,0,">  $100"
101,40.81503,-73.96029,1,1,1,2,0,0,1,0,0,">  $100"
101,40.76608,-73.99203,1,1,1,1,0,0,1,0,0,"$50  AND $100"
157,40.83012,-73.92714,1,1,1,1,0,0,0,1,0,"$30  AND $50"
18,40.70065,-73.93862,23,1.5,1,1,0,0,0,1,0,"$30  AND $50"
157,40.86646,-73.82154,1,1,1,1,0,0,0,1,0,"$50  AND $100"
181,40.70719,-73.9640699999999,1,1,1,1,0,0,1,0,0,">  $100"
101,40.77278,-73.95753,1,1,2,2,0,1,1,0,0,">  $100"
167,40.77645,-73.94865,1,1,1,1,0,0,1,0,0,"$50  AND $100"
18,40.67799,-73.94709,1,1,1,3,0,1,0,0,1,"$30  AND $50"
101,40.73657,-73.98019,1,1,1,1,0,0,1,0,0,">  $100"
18,40.71262,-73.9529199999999,23,1,1,1,0,1,1,0,0,">  $100"
136,40.74749,-73.92089,1,1.5,4,6,0,0,1,0,0,">  $100"
181,40.70934,-73.9627,1,2,2,3,0,0,1,0,0,">  $100"
18,40.66733,-73.9566699999999,1,1,1,1,0,1,0,1,0,"$30  AND $50"
179,40.79721,-73.816,21,2,3,3,0,1,1,0,0,">  $100"
79,40.82907,-73.94939,12,1,1,2,0,0,1,0,0,"$50  AND $100"
18,40.70024,-73.95047,1,2,1,1,0,0,0,1,0,"$50  AND $100"
160,40.76351,-73.98431,1,1,1,1,0,0,1,0,0,">  $100"
18,40.68322,-73.99248,1,2.5,5,5,0,0,1,0,0,">  $100"
24,40.68009,-74.00009,21,2,4,6,0,0,1,0,0,">  $100"
167,40.77249,-73.95756,1,1,1,1,0,1,1,0,0,">  $100"
182,40.66044,-73.97977,1,1,1,1,0,1,1,0,0,"$50  AND $100"
18,40.64602,-73.95964,1,1,1,1,0,1,1,0,0,"$50  AND $100"
101,40.72105,-73.9814,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.69056,-73.98038,1,1,1,1,0,0,1,0,0,">  $100"
154,40.62578,-74.07356,21,1.5,2,2,0,1,1,0,0,"$50  AND $100"
185,40.74235,-73.90375,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.71389,-73.9657,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.77589,-73.98188,1,1,1,1,0,0,1,0,0,">  $100"
80,40.8068,-73.94258,1,2,1,1,0,0,1,0,0,"$50  AND $100"
18,40.66977,-73.98305,1,1,2,2,0,0,1,0,0,">  $100"
167,40.77105,-73.95727,1,1,1,2,0,1,1,0,0,">  $100"
80,40.82149,-73.93718,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.67353,-73.96505,1,1,1,1,0,0,0,1,0,"$30  AND $50"
32,40.68105,-73.95783,1,1,1,2,1,0,0,1,0,"$30  AND $50"
119,40.74923,-73.97849,1,1.5,1,1,0,0,1,0,0,">  $100"
18,40.68183,-73.97195,1,3,3,2,0,0,1,0,0,">  $100"
24,40.6778599999999,-73.99871,1,1,2,3,0,0,1,0,0,">  $100"
10,40.69924,-73.94057,23,1,1,1,0,1,0,1,0,"$30  AND $50"
98,40.74923,-73.94962,1,1,1,1,0,0,1,0,0,">  $100"
18,40.65267,-73.9485,12,1,2,2,0,0,1,0,0,">  $100"
101,40.71782,-73.99422,1,1,1,1,0,1,0,1,0,"$50  AND $100"
101,40.7241,-74.0042,1,1,1,2,0,1,1,0,0,">  $100"
18,40.69393,-73.94689,1,1,1,1,0,1,0,1,0,"$50  AND $100"
27,40.73936,-73.99965,1,1,1,1,0,0,1,0,0,">  $100"
101,40.72603,-73.99746,1,1,2,1,0,0,1,0,0,">  $100"
18,40.71593,-73.95642,1,1,2,2,1,0,1,0,0,">  $100"
75,40.73057,-73.95023,1,2,1,1,0,0,0,1,0,"$50  AND $100"
18,40.72525,-73.9418,26,1,1,3,0,1,1,0,0,">  $100"
101,40.83383,-73.94469,1,1,4,1,0,1,0,1,0,"$30  AND $50"
18,40.65595,-73.9541199999999,1,2,1,1,0,0,0,1,0,"$30  AND $50"
58,40.6466099999999,-73.95999,1,1,1,2,0,1,1,0,0,"$50  AND $100"
22,40.70113,-73.91119,1,1,1,1,0,0,1,0,0,">  $100"
176,40.73722,-74.00043,1,1,1,1,0,0,1,0,0,">  $100"
32,40.6859599999999,-73.95837,1,2,2,2,0,1,1,0,0,">  $100"
101,40.77401,-73.9457,1,1,1,1,0,0,0,1,0,"$50  AND $100"
80,40.79245,-73.94563,1,1,1,1,0,0,0,1,0,"$30  AND $50"
18,40.71477,-73.94105,1,1,1,1,1,1,0,1,0,"$50  AND $100"
27,40.74221,-73.9974,1,2,3,3,0,0,1,0,0,">  $100"
167,40.78145,-73.95588,1,1,1,2,0,0,1,0,0,">  $100"
75,40.7245,-73.95022,1,1,2,2,0,0,1,0,0,"$50  AND $100"
18,40.65235,-73.9635,1,1,1,1,0,0,1,0,0,">  $100"
18,40.72126,-73.93961,1,1,1,1,0,1,0,1,0,">  $100"
27,40.74765,-74.0042,1,1,1,1,0,0,1,0,0,">  $100"
18,40.67228,-73.96239,1,1,1,2,0,0,1,0,0,">  $100"
101,40.71848,-73.98159,1,1,1,1,0,0,1,0,0,">  $100"
101,40.72488,-73.9799599999999,29,1.5,1,1,1,0,0,1,0,">  $100"
80,40.81736,-73.93921,1,1,1,1,0,0,0,1,0,">  $100"
80,40.80699,-73.94227,1,1.5,1,1,0,0,0,0,1,">  $100"
18,40.71662,-73.95993,1,1,1,1,0,0,1,0,0,"$30  AND $50"
18,40.67668,-73.97718,1,1,2,2,0,1,1,0,0,">  $100"
18,40.64056,-73.96571,1,1,1,1,0,0,0,1,0,"$30  AND $50"
181,40.70724,-73.9421699999999,1,1,1,1,0,0,0,1,0,"$50  AND $100"
10,40.68898,-73.9412,1,1,2,3,0,0,1,0,0,"$50  AND $100"
101,40.71029,-74.01725,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.678,-73.98049,21,2,2,2,0,0,1,0,0,">  $100"
52,40.72854,-73.98434,1,1,1,1,0,0,1,0,0,">  $100"
18,40.71765,-73.9624,1,2,3,4,0,0,1,0,0,">  $100"
18,40.71262,-73.95676,1,1.5,2,4,0,1,1,0,0,">  $100"
18,40.67476,-73.95312,1,1,1,2,1,0,0,1,0,">  $100"
101,40.85893,-73.92985,1,1,1,1,0,0,1,0,0,"$50  AND $100"
63,40.73381,-73.8536599999999,1,1.5,1,1,0,0,0,1,0,"$30  AND $50"
18,40.71042,-73.94702,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.66985,-73.95675,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.6481099999999,-74.01366,1,1,2,2,0,1,1,0,0,"$50  AND $100"
18,40.68252,-73.99224,21,2,2,3,0,0,1,0,0,">  $100"
50,40.79848,-73.93908,1,1,1,1,0,0,0,1,0,"$30  AND $50"
101,40.7898,-73.9708,1,1,2,5,0,0,1,0,0,">  $100"
18,40.6774,-73.94566,1,1.5,1,1,0,0,0,1,0,"$30  AND $50"
18,40.68785,-73.99181,1,1,1,1,0,0,1,0,0,">  $100"
18,40.68033,-73.96528,1,1,1,1,0,0,1,0,0,">  $100"
101,40.7369099999999,-74.00013,1,1,1,1,0,0,1,0,0,">  $100"
101,40.71769,-73.98953,26,1,1,1,0,1,1,0,0,"$50  AND $100"
77,40.66294,-73.99675,1,1.5,1,1,0,0,1,0,0,">  $100"
10,40.6979,-73.94126,1,1,2,2,0,0,1,0,0,">  $100"
168,40.80048,-73.96621,1,2,1,1,0,0,0,1,0,"$30  AND $50"
18,40.65376,-73.95336,1,1,1,2,0,0,1,0,0,"$50  AND $100"
101,40.73953,-73.98009,12,1,1,4,0,1,1,0,0,">  $100"
176,40.73316,-74.00632,1,1,1,2,0,0,1,0,0,">  $100"
101,40.74934,-74.00274,1,1,1,1,0,0,1,0,0,">  $100"
101,40.74369,-73.98153,1,2,1,2,0,0,1,0,0,">  $100"
18,40.58527,-73.93534,1,2,3,3,0,1,1,0,0,">  $100"
18,40.71626,-73.95795,1,1,1,1,0,0,1,0,0,">  $100"
58,40.64615,-73.9641,1,1,2,2,0,0,1,0,0,"$50  AND $100"
111,40.76423,-73.98187,5,2,1,2,0,0,0,1,0,">  $100"
173,40.85304,-73.93555,1,1,1,2,0,1,1,0,0,"$50  AND $100"
140,40.70026,-73.9072099999999,1,1,1,2,1,1,1,0,0,"$50  AND $100"
79,40.8249099999999,-73.94774,1,1,3,3,0,0,1,0,0,">  $100"
173,40.83328,-73.94511,1,1,1,1,0,1,0,1,0,"$50  AND $100"
81,40.7649599999999,-73.99073,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.71082,-73.95186,1,2,2,2,0,1,1,0,0,">  $100"
18,40.67505,-73.97795,1,1,1,1,0,0,1,0,0,"$50  AND $100"
135,40.67998,-73.96743,1,1,3,6,0,0,1,0,0,">  $100"
18,40.67183,-73.95491,1,1,1,2,0,0,1,0,0,">  $100"
18,40.6620099999999,-73.99719,1,1,1,1,0,1,0,1,0,"$30  AND $50"
101,40.82186,-73.9567199999999,1,1,1,2,1,0,0,1,0,"$50  AND $100"
181,40.71409,-73.93979,12,1,1,1,0,1,0,1,0,"$50  AND $100"
68,40.68094,-73.98205,1,1,2,3,0,0,1,0,0,">  $100"
181,40.72154,-73.95449,1,1,1,1,0,0,1,0,0,">  $100"
18,40.71204,-73.95628,1,1,1,2,0,0,1,0,0,">  $100"
100,40.7212,-73.98893,1,1,1,2,0,0,1,0,0,">  $100"
50,40.80278,-73.94001,1,1,1,1,0,0,0,1,0,"$50  AND $100"
176,40.7347599999999,-74.001,1,1,1,1,0,0,1,0,0,">  $100"
10,40.68448,-73.95854,21,1,2,2,0,0,1,0,0,">  $100"
80,40.82639,-73.9418599999999,1,1,1,2,0,0,1,0,0,">  $100"
3,40.771,-73.92563,1,1,1,1,0,0,0,1,0,"$30  AND $50"
136,40.77902,-73.90768,21,1,1,1,0,1,0,1,0,"$50  AND $100"
18,40.71119,-73.96703,1,1,1,1,0,1,0,1,0,"$50  AND $100"
18,40.69088,-73.99416,1,1,1,3,0,1,1,0,0,">  $100"
80,40.80297,-73.95132,1,1,1,1,0,0,1,0,0,">  $100"
100,40.72274,-73.99169,1,1,1,1,0,0,1,0,0,">  $100"
111,40.76878,-73.98719,1,1,1,1,0,0,0,1,0,">  $100"
63,40.73334,-73.85433,1,1,1,1,0,0,1,0,0,">  $100"
18,40.72472,-73.94135,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.75503,-73.9671099999999,1,1,1,1,0,0,1,0,0,">  $100"
18,40.64993,-74.00191,1,1,1,1,0,0,0,1,0,"$30  AND $50"
101,40.76524,-73.98018,26,2,1,3,0,1,1,0,0,">  $100"
101,40.7211,-73.98397,1,1,1,2,0,1,1,0,0,">  $100"
18,40.66617,-73.97593,1,1,1,1,0,0,1,0,0,">  $100"
80,40.8041099999999,-73.95624,1,3,2,4,0,0,1,0,0,">  $100"
101,40.85153,-73.93815,1,1,2,4,0,0,1,0,0,">  $100"
22,40.70204,-73.92109,1,1,1,2,0,0,1,0,0,">  $100"
181,40.71659,-73.9458,1,1,1,1,0,0,0,1,0,"$50  AND $100"
52,40.7296,-73.99054,1,1,1,1,0,0,0,1,0,"$50  AND $100"
173,40.84943,-73.93146,1,1,1,1,0,1,0,1,0,"$30  AND $50"
101,40.71445,-73.99287,1,1,1,1,0,0,0,1,0,"$50  AND $100"
18,40.71286,-73.96244,1,1,1,1,0,0,0,1,0,"$50  AND $100"
88,40.75193,-73.89085,1,1,1,1,0,0,0,1,0,"$30  AND $50"
80,40.82279,-73.9494699999999,1,1,2,3,0,0,1,0,0,">  $100"
22,40.69217,-73.90768,23,2,1,1,0,1,0,1,0,"$30  AND $50"
101,40.77274,-73.95732,1,1,2,2,0,1,1,0,0,">  $100"
157,40.8260299999999,-73.92312,1,1,2,4,0,0,1,0,0,"$50  AND $100"
114,40.80309,-73.96367,1,1,1,1,0,1,0,1,0,">  $100"
100,40.7213799999999,-73.98371,1,1,1,1,0,0,1,0,0,">  $100"
101,40.76882,-73.98699,1,1,1,2,0,0,1,0,0,">  $100"
75,40.71952,-73.94844,1,1,1,1,0,1,0,1,0,">  $100"
181,40.71202,-73.96665,1,1,1,1,0,0,0,1,0,"$50  AND $100"
10,40.68412,-73.95039,1,1.5,2,4,0,0,1,0,0,">  $100"
155,40.74532,-73.91974,1,1,1,1,0,0,0,1,0,"$50  AND $100"
10,40.69437,-73.95841,1,1,1,1,0,0,0,1,0,"$30  AND $50"
18,40.68908,-73.92893,21,1,1,1,0,1,0,1,0,">  $100"
101,40.73632,-73.98475,1,1,1,2,0,0,1,0,0,">  $100"
18,40.64295,-73.97632,21,2.5,5,7,0,1,1,0,0,">  $100"
168,40.77918,-73.9874,1,1,1,2,0,0,1,0,0,">  $100"
18,40.69825,-73.92788,1,1,1,1,0,0,0,1,0,">  $100"
18,40.69865,-73.9297199999999,1,1,1,1,0,1,0,1,0,"$50  AND $100"
18,40.7001,-73.91204,1,1,1,1,0,0,0,1,0,"$30  AND $50"
101,40.72339,-73.9947699999999,1,1,1,1,0,0,0,1,0,"$50  AND $100"
58,40.65136,-73.95974,1,1,1,1,0,0,0,1,0,"$30  AND $50"
18,40.67256,-73.9721199999999,1,1,2,2,0,0,1,0,0,">  $100"
18,40.65084,-73.97334,1,1,1,1,0,0,0,1,0,"$50  AND $100"
10,40.6941099999999,-73.93987,29,1,1,1,0,1,0,1,0,"$50  AND $100"
80,40.80581,-73.95374,1,1,2,2,0,1,1,0,0,">  $100"
94,40.73967,-73.9804099999999,1,1,1,1,0,1,1,0,0,">  $100"
112,40.75911,-73.96299,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.74596,-73.98678,1,1,1,1,0,0,0,1,0,">  $100"
80,40.81022,-73.94266,1,1.5,1,10,0,0,0,0,1,">  $100"
18,40.68098,-73.97925,1,3,3,3,0,1,1,0,0,">  $100"
87,40.86711,-73.92742,1,1,1,3,0,1,0,1,0,"$50  AND $100"
101,40.76867,-73.98541,1,1,1,1,0,0,1,0,0,"$50  AND $100"
112,40.74915,-73.97196,1,1,1,1,0,0,1,0,0,"$50  AND $100"
155,40.74219,-73.92585,1,1,1,1,0,0,0,1,0,"$30  AND $50"
101,40.79744,-73.97098,1,1,1,1,0,0,0,1,0,"$50  AND $100"
136,40.76577,-73.91471,1,1,1,1,0,1,0,1,0,"$30  AND $50"
18,40.64699,-73.96307,1,1,1,1,0,0,1,0,0,"$30  AND $50"
10,40.68655,-73.9379699999999,1,1,1,1,0,0,1,0,0,"$50  AND $100"
18,40.68127,-73.94865,1,1,1,1,0,0,1,0,0,"$50  AND $100"
157,40.89022,-73.9039,1,1,1,1,0,1,1,0,0,"$50  AND $100"
176,40.73123,-74.00428,1,1,2,2,0,0,1,0,0,">  $100"
22,40.6998,-73.93265,1,1,2,2,0,0,0,1,0,"$30  AND $50"
18,40.68404,-74.0039999999999,1,1,2,2,0,0,1,0,0,"$50  AND $100"
10,40.68695,-73.92947,1,1,1,2,0,0,1,0,0,">  $100"
181,40.70684,-73.94227,1,1,1,1,0,0,0,1,0,"$50  AND $100"
111,40.7495,-73.98313,1,1,2,3,0,0,1,0,0,">  $100"
101,40.7937,-73.9659,1,1,1,1,0,0,1,0,0,">  $100"
101,40.72168,-73.98876,1,1,1,1,0,0,1,0,0,">  $100"
56,40.74122,-73.88641,1,1,1,1,0,1,0,1,0,">  $100"
101,40.78697,-73.94999,1,1,1,2,0,0,1,0,0,">  $100"
101,40.73177,-73.98598,1,1,2,2,0,0,1,0,0,">  $100"
18,40.69439,-73.90715,23,2,1,1,0,1,0,1,0,"$30  AND $50"
101,40.7224099999999,-73.99592,1,2,2,2,0,0,1,0,0,">  $100"
181,40.71751,-73.95895,1,1.5,1,1,0,0,0,1,0,"$50  AND $100"
18,40.7083,-73.94846,1,1,1,1,0,1,0,1,0,"$50  AND $100"
181,40.70617,-73.93674,1,1,1,1,0,0,0,1,0,"$50  AND $100"
50,40.79332,-73.94105,1,1,1,1,0,0,0,0,1,"$30  AND $50"
18,40.66714,-73.98401,1,1.5,1,1,1,0,0,1,0,"$50  AND $100"
101,40.76904,-73.98494,1,1,1,1,0,0,1,0,0,">  $100"
101,40.77237,-73.95536,1,1,1,1,0,1,1,0,0,">  $100"
42,40.67297,-73.95489,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.70563,-74.00878,1,2,2,2,0,0,1,0,0,">  $100"
18,40.72942,-73.95291,1,1,1,1,0,0,1,0,0,">  $100"
3,40.7512,-73.94019,1,1,1,1,0,0,0,1,0,"$50  AND $100"
118,40.8086599999999,-73.92069,1,1,1,3,0,0,0,1,0,"$30  AND $50"
101,40.73845,-73.98373,1,1,1,2,0,1,1,0,0,">  $100"
136,40.76957,-73.91502,1,1,1,1,0,1,0,1,0,"$50  AND $100"
157,40.81192,-73.85334,21,1,2,3,0,1,1,0,0,">  $100"
101,40.7337099999999,-73.98576,1,1,1,1,0,0,0,1,0,">  $100"
52,40.73152,-73.98676,1,1,1,2,0,0,1,0,0,">  $100"
100,40.72088,-73.98149,1,1,1,2,0,1,1,0,0,">  $100"
18,40.68781,-73.99415,1,1,1,1,0,0,1,0,0,">  $100"
18,40.63562,-74.0235,1,1,2,1,0,1,1,0,0,">  $100"
80,40.8012,-73.95424,1,1,1,2,1,0,0,0,1,"$50  AND $100"
101,40.73731,-73.98338,1,1,1,1,0,0,1,0,0,">  $100"
101,40.73256,-73.98558,1,1,2,3,0,0,1,0,0,">  $100"
80,40.80489,-73.95759,1,1,1,1,0,0,1,0,0,">  $100"
3,40.76294,-73.91545,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.84787,-73.93306,1,1,1,1,0,0,0,1,0,"$30  AND $50"
18,40.70588,-73.9542199999999,1,1,1,1,0,0,0,1,0,">  $100"
101,40.83469,-73.93961,1,1,1,2,0,1,1,0,0,"$50  AND $100"
80,40.81118,-73.93977,1,1,1,1,0,0,0,1,0,"$30  AND $50"
64,40.6878,-73.9716699999999,1,1,2,2,0,0,1,0,0,"$50  AND $100"
101,40.8242,-73.93789,1,1,1,1,0,0,0,1,0,"$30  AND $50"
95,40.66042,-73.95915,1,1,1,2,0,0,0,1,0,"$50  AND $100"
32,40.68454,-73.96382,1,1,1,1,0,0,0,1,0,"$30  AND $50"
3,40.75977,-73.92904,1,1,1,1,1,1,0,1,0,"$50  AND $100"
80,40.7941,-73.94045,1,1,1,1,0,1,0,1,0,"$50  AND $100"
18,40.7080799999999,-73.94757,1,1,1,1,0,1,1,0,0,">  $100"
101,40.71585,-73.99014,1,1,1,1,0,0,1,0,0,">  $100"
51,40.65741,-73.87854,1,1,1,2,0,1,1,0,0,">  $100"
22,40.69216,-73.90859,1,1,1,1,0,0,0,1,0,"< $30"
18,40.71673,-73.9431599999999,1,2,1,1,0,0,0,1,0,"$50  AND $100"
101,40.73327,-73.98503,1,1,2,2,0,0,1,0,0,">  $100"
18,40.6883,-73.99132,1,1,1,1,0,0,1,0,0,">  $100"
101,40.72934,-73.98603,1,1,1,1,0,0,1,0,0,">  $100"
156,40.64076,-74.0224,1,1,1,1,0,0,0,1,0,"$30  AND $50"
136,40.77375,-73.91646,1,1,1,1,1,0,0,1,0,"$50  AND $100"
18,40.69917,-73.93146,1,1,1,2,0,0,1,0,0,">  $100"
3,40.75637,-73.92132,1,1,1,2,0,0,1,0,0,">  $100"
10,40.69525,-73.93768,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.8649599999999,-73.9262,1,1,1,1,0,1,1,0,0,"$50  AND $100"
18,40.62735,-73.95704,1,1,1,1,0,0,0,1,0,"$30  AND $50"
101,40.72577,-73.99337,1,1,1,2,0,0,1,0,0,">  $100"
77,40.6642299999999,-73.99565,1,1,1,1,0,0,1,0,0,">  $100"
93,40.88399,-73.89502,1,1,1,1,0,0,1,0,0,">  $100"
18,40.67658,-73.9444,1,1,1,1,0,0,0,1,0,"$50  AND $100"
173,40.84261,-73.93771,1,1,1,1,0,1,1,0,0,"$50  AND $100"
80,40.81422,-73.94844,1,1,1,1,0,1,1,0,0,">  $100"
18,40.6721,-73.9537199999999,1,1,1,1,0,0,1,0,0,"$50  AND $100"
18,40.73235,-73.95106,1,1,1,1,0,0,0,1,0,"$50  AND $100"
136,40.65443,-73.84605,1,1,1,1,0,1,1,0,0,"$50  AND $100"
18,40.67566,-73.93944,1,1,2,2,0,1,1,0,0,">  $100"
18,40.73527,-73.95398,1,1,2,1,0,0,1,0,0,">  $100"
22,40.7074099999999,-73.92239,1,1,1,1,0,0,0,1,0,"$50  AND $100"
52,40.73045,-73.98392,1,1,2,2,0,0,1,0,0,">  $100"
101,40.80161,-73.94277,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.78535,-73.94997,1,1,1,1,0,0,1,0,0,">  $100"
75,40.72603,-73.94147,26,1,1,1,0,1,1,0,0,">  $100"
101,40.7681,-73.96018,1,1,1,2,0,0,0,1,0,"$50  AND $100"
101,40.81588,-73.94591,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.7900799999999,-73.94766,1,1,1,1,0,0,0,1,0,"$50  AND $100"
136,40.77172,-73.91769,1,1,2,2,0,0,1,0,0,">  $100"
101,40.72841,-73.98231,1,1,1,1,0,0,1,0,0,">  $100"
18,40.70874,-73.95439,1,1,1,1,0,1,1,0,0,"$50  AND $100"
181,40.71759,-73.95407,1,1,1,1,0,1,1,0,0,">  $100"
101,40.78,-73.97793,1,1,1,1,0,0,1,0,0,">  $100"
101,40.8000599999999,-73.9459,31,2,2,2,0,0,1,0,0,">  $100"
18,40.68874,-73.99855,1,1,1,1,0,0,0,1,0,"$50  AND $100"
167,40.77126,-73.95483,1,1,1,2,0,0,0,0,1,">  $100"
18,40.70903,-73.9394,1,1,1,1,0,0,0,1,0,"$50  AND $100"
63,40.7132,-73.8490099999999,21,0.5,1,3,0,1,0,1,0,"$30  AND $50"
18,40.67828,-73.96228,1,1,1,1,0,0,0,1,0,"$30  AND $50"
52,40.73112,-73.98572,1,1,3,3,0,0,1,0,0,">  $100"
10,40.69175,-73.92834,1,1,1,1,0,1,1,0,0,">  $100"
52,40.72847,-73.98682,1,1,1,1,0,0,1,0,0,">  $100"
101,40.72607,-73.98045,1,1,1,1,0,0,0,1,0,">  $100"
101,40.86626,-73.92543,1,1,1,1,0,0,0,1,0,"$50  AND $100"
101,40.79795,-73.96175,29,2.5,3,4,0,0,1,0,0,">  $100"
18,40.66483,-73.98892,23,1,1,2,0,0,0,1,0,"$50  AND $100"
38,40.82636,-73.92655,1,1,1,1,0,0,1,0,0,">  $100"
